bin_count,bin_freq,bin_range,x_value,bin_number
1,0.014925373134328358,"(-1.595, -1.444]",-1.595,1
0,0.0,"(-1.444, -1.294]",-1.444,2
2,0.029850746268656716,"(-1.294, -1.143]",-1.294,3
0,0.0,"(-1.143, -0.992]",-1.143,4
0,0.0,"(-0.992, -0.842]",-0.992,5
2,0.029850746268656716,"(-0.842, -0.691]",-0.842,6
3,0.04477611940298507,"(-0.691, -0.54]",-0.691,7
4,0.05970149253731343,"(-0.54, -0.39]",-0.54,8
5,0.07462686567164178,"(-0.39, -0.239]",-0.39,9
8,0.11940298507462686,"(-0.239, -0.0886]",-0.239,10
7,0.1044776119402985,"(-0.0886, 0.062]",-0.0886,11
12,0.1791044776119403,"(0.062, 0.213]",0.062,12
9,0.13432835820895522,"(0.213, 0.363]",0.213,13
3,0.04477611940298507,"(0.363, 0.514]",0.363,14
4,0.05970149253731343,"(0.514, 0.664]",0.514,15
1,0.014925373134328358,"(0.664, 0.815]",0.664,16
2,0.029850746268656716,"(0.815, 0.966]",0.815,17
3,0.04477611940298507,"(0.966, 1.116]",0.966,18
0,0.0,"(1.116, 1.267]",1.116,19
1,0.014925373134328358,"(1.267, 1.418]",1.267,20
