bin_count,bin_freq,bin_range,x_value,bin_number
1,0.006756756756756757,"(-2.749, -2.495]",-2.749,1
0,0.0,"(-2.495, -2.241]",-2.495,2
0,0.0,"(-2.241, -1.987]",-2.241,3
0,0.0,"(-1.987, -1.733]",-1.987,4
2,0.013513513513513514,"(-1.733, -1.479]",-1.733,5
3,0.02027027027027027,"(-1.479, -1.225]",-1.479,6
5,0.033783783783783786,"(-1.225, -0.971]",-1.225,7
5,0.033783783783783786,"(-0.971, -0.717]",-0.971,8
13,0.08783783783783784,"(-0.717, -0.463]",-0.717,9
22,0.14864864864864866,"(-0.463, -0.209]",-0.463,10
28,0.1891891891891892,"(-0.209, 0.0451]",-0.209,11
27,0.18243243243243243,"(0.0451, 0.299]",0.0451,12
18,0.12162162162162163,"(0.299, 0.553]",0.299,13
10,0.06756756756756757,"(0.553, 0.807]",0.553,14
6,0.04054054054054054,"(0.807, 1.061]",0.807,15
4,0.02702702702702703,"(1.061, 1.315]",1.061,16
0,0.0,"(1.315, 1.569]",1.315,17
2,0.013513513513513514,"(1.569, 1.823]",1.569,18
1,0.006756756756756757,"(1.823, 2.077]",1.823,19
1,0.006756756756756757,"(2.077, 2.331]",2.077,20
