bin_count,bin_freq,bin_range,x_value,bin_number
1,0.005681818181818182,"(-1.954, -1.789]",-1.954,1
0,0.0,"(-1.789, -1.625]",-1.789,2
0,0.0,"(-1.625, -1.461]",-1.625,3
0,0.0,"(-1.461, -1.296]",-1.461,4
1,0.005681818181818182,"(-1.296, -1.132]",-1.296,5
3,0.017045454545454544,"(-1.132, -0.967]",-1.132,6
2,0.011363636363636364,"(-0.967, -0.803]",-0.967,7
7,0.03977272727272727,"(-0.803, -0.639]",-0.803,8
6,0.03409090909090909,"(-0.639, -0.474]",-0.639,9
12,0.06818181818181818,"(-0.474, -0.31]",-0.474,10
28,0.1590909090909091,"(-0.31, -0.145]",-0.31,11
42,0.23863636363636365,"(-0.145, 0.019]",-0.145,12
31,0.17613636363636365,"(0.019, 0.183]",0.019,13
16,0.09090909090909091,"(0.183, 0.348]",0.183,14
6,0.03409090909090909,"(0.348, 0.512]",0.348,15
6,0.03409090909090909,"(0.512, 0.677]",0.512,16
6,0.03409090909090909,"(0.677, 0.841]",0.677,17
4,0.022727272727272728,"(0.841, 1.005]",0.841,18
2,0.011363636363636364,"(1.005, 1.17]",1.005,19
3,0.017045454545454544,"(1.17, 1.334]",1.17,20
