bin_count,bin_freq,bin_range,x_value,bin_number
1,0.125,"(-0.328, -0.203]",-0.328,1
0,0.0,"(-0.203, -0.0775]",-0.203,2
1,0.125,"(-0.0775, 0.0476]",-0.0775,3
2,0.25,"(0.0476, 0.173]",0.0476,4
2,0.25,"(0.173, 0.298]",0.173,5
0,0.0,"(0.298, 0.423]",0.298,6
0,0.0,"(0.423, 0.548]",0.423,7
1,0.125,"(0.548, 0.673]",0.548,8
0,0.0,"(0.673, 0.798]",0.673,9
0,0.0,"(0.798, 0.923]",0.798,10
0,0.0,"(0.923, 1.048]",0.923,11
0,0.0,"(1.048, 1.173]",1.048,12
0,0.0,"(1.173, 1.298]",1.173,13
0,0.0,"(1.298, 1.424]",1.298,14
0,0.0,"(1.424, 1.549]",1.424,15
0,0.0,"(1.549, 1.674]",1.549,16
0,0.0,"(1.674, 1.799]",1.674,17
0,0.0,"(1.799, 1.924]",1.799,18
0,0.0,"(1.924, 2.049]",1.924,19
1,0.125,"(2.049, 2.174]",2.049,20
